	11
北伐	4
出售	153
知人善任	1
一声令下	6
工件	2
农贸	2
五十万名	1
４８３	1
香港繁荣集团	1
中国癌症研究基金会	1
卷帘门	1
黄山管委会	1
四国岛	1
扩大	610
中国药学会	1
生相	1
立言	3
１１岁	8
绿梁山	2
适逢	11
钦	3
阴阳	2
及其	242
官庄镇	1
民工潮	1
６８０多名	1
活血	10
副食品	2
族谱	1
初评	1
五十多年	4
朱中镇	1
违禁品	3
零售价格	2
１２２４３亿元	1
８００多家	1
第１００万台	4
隋末	1
稻草	4
翦伯赞	1
今年５月底	8
赠品	1
用得着	2
２０５公斤	1
美国花旗集团	3
篇幅	24
２个百分点	9
１８５件	1
人艺	5
美国商会	4
沐	2
飞行员	23
聪慧	3
柜	25
地区中院	2
８０００件	1
涉禽	3
去年１１月７日	1
贝壳	4
中国建设银行总行	1
日本经团联	1
课外活动	3
堪称一绝	1
琥珀	2
千古	24
步幅	1
一个月	102
郁山镇	1
无瑕	1
弗拉纳根	1
博鲁杰迪	4
有史以来	20
辛维光	1
商品率	1
今年６月底	9
巴州	5
精纺	5
左章	1
挨饿	6
千倍	1
今年６	1
山丘	7
试制	7
滑爽	1
山东	139
四十九岁	1
宣判	4
俄罗斯足球队	1
冯骥才	1
１１５美元	1
自民党	96
酗酒	4
护胸	1
阴历	1
夏赫	1
新闻人物	3
产油国	39
邮电总医院血管外科研究所	1
内贸部饮食服务司餐饮处	1
飘动	5
中山市	38
防城港市	1
奥本海默	1
龚永泉	3
５３０多万公顷	1
１万平方米	3
凶手	17
巫术	1
全国精神病医院	1
钤	1
白鸽	2
深圳市公安局蓝盾书画协会	1
烟杆	1
听讲	5
中山大学	1
技术科学	2
莫塞利	1
张大千	3
成想	1
茂盛	3
加拿大海关	2
咸淡	1
工人党雅典办事处	1
四万元	1
好意思	1
蜂拥	9
输液	19
十八台	1
１３个百分点	2
弹丸	1
活计	4
丹尼斯体育场	1
１９８８年６月１日	1
金南顺	1
奥地利电视台	1
楚	15
弱小	7
三点	1
干杯	1
今年４月２２日	1
罗贤懋	1
莱州市	8
２５０万吨	2
美元	267
乘警	3
山乡	14
抽样调查	8
听说	86
一千八百零七亿元	1
听课	13
百分之六十三点五	1
品类	2
精练	1
停火	26
精细	15
舞文弄墨	2
立业	2
拆借	13
武陵源	1
政治学院	1
北京王码电脑总公司	1
骆驼	11
经营	921
凝滞	1
欧亚集团股份有限公司	1
民族自决权	1
剥蚀	1
一专多能	5
上海机场	1
游船	4
贝宁	5
杨牧之	1
五台山	9
电视	335
本州四国联络桥公团	1
浓度	21
何庄子市场	1
哑炮	1
黑压压	3
挪威队	56
试办	3
群众化	1
１１５０多亿美元	1
１００平方米	3
菲律宾中央银行	5
渲染	11
四分之一	10
制帽	1
中共监利县委	1
美军	25
付众	2
艺术体操	3
阻	10
商业圆桌协会	2
人脑	2
符福渊	12
４２家	4
枣阳市新华书店	1
成见	1
壮美	6
丁帆	1
雄文	1
五场	1
皇冠	2
捐款	101
上海市玫瑰园音像店销售淫秽光盘案破案办案有功集体	1
最低点	35
帕哈德	1
８７倍	1
宗山城堡	1
中国科技馆	3
１９９８年６月３日	2
小屋	14
奖赏	3
额济纳河	4
百分之一秒	1
入夏	4
饥	4
贝内文托省	1
跳槽	7
中国药物依赖治疗中心	1
游艇	8
黯淡	7
张生金	1
献策	1
入夜	3
酒馆	1
动手术	4
梁伟棠	3
筹	24
珍惜	53
品系	2
东大桥	2
２万多铢	2
三中全会	103
西画	8
里奥	2
利落	2
宝库	18
南京军区空军	2
嘱托	8
８７９元	1
暴怒	1
索溪峪	1
打破	144
秦家沟	1
拆迁	18
交通银行南京分行	1
潜逃	4
杨乐中	1
瑞典爱立信公司	1
古怪	4
几年来	76
１２００亩	1
文友	1
就职	32
亲事	3
珠江口盆地	1
１９９７年９月５日	1
文史	4
亲亲	2
国家小企业管理机构	2
靖远	13
１４万多元	1
亲人	35
陈震	3
腐烂	6
嵩山	1
宝座	9
嘲	4
兰州大学	1
电表	8
精美	44
石化总公司	1
红安县实验小学	1
一九六	1
济青	1
二十世纪末	2
钽	1
宣化	1
三点五万元	1
热情	277
三公斤	1
乔象钟	1
河北唐山市广播电视大学	1
五万元钱	1
骁将	1
千元	7
一塌糊涂	1
试卷	16
聊	21
嵌	7
亚明无失业人员街	1
监	32
１１年	17
里头	5
５００家	4
祝华办事处	1
最惠国	5
王昆	10
一八五一年五月一日	1
中国医促会免疫性疾病专业委员会	1
沪队	1
新华书店	5
无益	11
３万多种	1
开罗塔	3
入境	19
富有	117
５月中旬	20
张莹莹	2
默克公司	1
芭芭拉	1
发起人	3
小口袋胡同	1
红得发紫	1
土地革命战争	4
２５３亿铢	1
南湖公园	1
卡尔德拉	5
相当于	91
深处	62
５５秒８０	1
１１座	1
黝黑	8
毅力	26
声腔	1
千册	1
康濯	1
１３７票	1
杜矢甲	1
第二炼钢厂	1
苦差	1
宛如	8
丁当	6
标点	3
歪	7
５０００片	1
绒毛	1
语感	1
当之无愧	8
构成	199
费时	4
亲临	20
拘留所	2
拼写	2
白鹳	4
客观	193
６００摄氏度	1
三百三十七点五万	1
国家食物与营养咨询委员会	4
９０５８０４个	1
魏亚南	1
１２００多户	1
高昌礼	4
打碎	4
１９年	6
九千万	1
白旗	1
济南市教育局	1
铁十二局三处	1
直言不讳	3
遇险	3
互助土族自治县	1
文化	1506
手到病除	2
中国青年政治学院	6
果树	46
第四天	6
１２月１５日	1
热恋	1
建始一中	2
涂脂抹粉	1
打磨	8
河南省电力公司	3
地铁复兴门站	1
８０多万人次	1
８克朗	1
１２月１日	2
２５２６	1
５９	13
５８	18
１９９８年３月１０日	2
喜爱	58
５５	25
５４	21
５７	14
５６	19
５１	15
５０	136
获悉	53
５２	29
晒	21
星火	41
１１２００余件	1
上饶日报	1
爬山	2
望城县人武部	1
香港特区保安局	1
公共关系	3
谢振武	1
沪西	1
跟进	4
再生资源与生态环境研究室	1
骇	3
第三代	15
一九九	1
那次	19
工作服	9
千万	55
会水	1
送葬	2
北大方正集团	3
武警云南总队二支队五中队	2
命大	3
眼红	2
山势	7
黄南	1
诟病	1
厚街	2
攒动	13
辩护	19
第三任	1
回眸	11
千个	4
面馆	1
经验	611
病程	1
比利时议会参议院	1
国际货币基金组织执行董事会	3
曲霉	1
随随便便	2
年景	6
１９９３年１０月３１日	1
墨城	23
精悍	1
监理	8
佐藤弘子	1
黄卷	1
１９８种	1
召集人	10
榜首	11
拍照	16
灵邱县	1
尼日利亚总统府	1
高允连	12
中央电视台社会新闻部	1
屈	10
王广亚	2
节奏	61
离乱	1
几路	1
退职	2
二百二十五点六亿美元	1
７００亿元	1
重庆公司	1
秉性	1
二十多万元	3
出场	30
一九七	1
邪教	1
暖风	1
一九三	2
支撑	64
第十三届	22
美俄商业理事会	1
梁树健	1
第二十三次	2
换	210
真迹	5
胃口	12
嗡	1
济青高速公路	1
内司委	2
英国加的夫大学	1
本月十一日	1
盯	31
沃特克	1
建设省	1
出土	29
求爱	1
布鲁里城	1
１６００多亿美元	1
一九九七年底	1
客队	11
王世诚	1
土尔地	1
１９２２年９月	1
中国书画家研究会	1
徐州污水处理厂	1
奥林奇的威廉	4
吃	509
１９９６年１１月	11
志清碱厂	1
打架	11
３４６项	1
技术市场办公室	1
７２３项	1
巴勒斯坦学生联合会	1
戏迷	13
便携式	4
核战争	2
搜索引擎	8
信用社	21
２年８个月	2
邢军纪	1
黄发	1
扎耶德	4
中国佛协	1
千亩	5
退股	1
巴约纳	1
有感	6
三湾	2
曹里怀	3
朝阳区市政管理委员会办公室	1
六卷	1
吴旗县	1
长卷	7
井冈山会师纪念碑	1
异样	2
千亿	2
灭菌	1
旁边	28
凝固汽油弹	1
单向	3
劳工	41
顺道	4
违约金	4
互见	1
中国作家协会鲁迅文学院	1
有线	16
杀风景	1
姆	3
停滞	10
果真	9
老家	24
季羡林	8
名篇	2
第三个	18
剥落	8
沉甸甸	14
王兆祥	1
九千八	1
几起	4
北京国际体育发展中心	1
面饼	1
中国女子垒球队	2
喂食	1
２０５６万元	1
惠	9
民航华北空管局	5
假想	1
腾飞	22
庄妈妈净菜服务有限公司	1
鲁迅美术学院党委	1
何玉棠	2
打早	1
转让	90
声	285
１２００万亩	1
药房	2
８７个	1
３０００种	2
外交事务国务部	1
晚年	35
薄荷	1
李莞春	3
名古屋高等检察院	1
萨宁	3
千件	1
１９８６年５月２１日	1
叶君远	1
伦敦希思罗机场	1
１６公里	1
艺术史博物馆	1
怎的	1
７９６０万元	1
围绕	198
果盘	1
莫拉莱斯	1
２４年	6
疏导	10
井	67
美丽	114
胆识	13
和平村	3
埃尔莫萨	6
旬阳县	1
花王	1
郑清明	1
一棍子打死	1
南平镇龙翔畜禽股份有限公司	1
抓好	144
洱海	2
帕里奥利区	1
疏密	2
敢于	72
镰仓幸子	1
齐飞	2
面颊	4
封闭型	1
１０００多家	4
隔靴搔痒	1
繁育	12
掠取	1
缴	52
寸步不离	1
面额	6
热线	24
厚墩墩	1
大有文章	2
技术交流	9
油菜	2
闲气	2
无棣	3
铁器时代	2
美国恒康相互人寿保险公司	2
千位	1
拾金不昧	2
壮怀	1
渍	6
畴昔	1
东城区肥胖病专科门诊部	1
王世襄	1
９９８０元	1
竹田	1
两百六十名	1
进口商	9
黄刚	1
彭小华	1
年月	9
泡茶	1
除却	1
亡国	1
比附	1
郭黛	1
洛杉矶火花队	1
红十字	5
罗山县人民法院	1
熟食	2
黄泳涛	1
电阻	1
桦	7
１９６４	1
喂饭	2
梁耀忠	1
１９６０	1
齐抓共管	13
报社编委会	1
二十多年	13
３７０亿	2
厅长	10
售楼	1
年末	2
３５００吨	1
果皮	15
２０７１	1
省人民广播电台	1
市物资再生利用公司	1
占卜	1
一千六百九十二件	1
欲速不达	1
周义霖	5
阶级	11
５５万人次	1
虾米	1
５０多名	10
笨拙	3
出国	54
美人	9
一百平方公里	1
大名县	1
除去	5
５８公斤级	1
一定	752
有所	233
无核	3
西南联大	4
上海师院中文系	1
怡	4
打旋	1
美事	2
置于	33
重安江大桥	1
第三位	13
叶剑英	4
１９９７年７月	10
拉票	1
程茂海	1
５月４日	30
一家	459
龙眼	5
晴天霹雳	1
深奥	7
尽量	81
中国全国政协	18
几百起	2
上海市哲学学会	1
陈志华	1
喜气	2
２７３００平方米	1
下世纪初叶	2
宏大	29
有成	6
廊	5
宝珠	1
为国捐躯	1
浓	39
０９３亿元	1
喜滋滋	2
泰达队	9
预留	1
４３６名	1
龟裂	1
燕玲	1
眼罩	1
邮票	81
刘通	1
西安市残联	1
古铁雷斯	3
瞿颖	1
调研	46
躲避	8
召	4
跟踪	36
乌克兰国际文传电讯社	1
粉皮	1
一寸	4
一对	53
康熙	10
１９８５年	42
７１万台	1
真善美	3
礼花	2
对弈	5
省城	10
哗哗	5
薄膜	3
省中药研究所	1
袁微	1
化	622
烦乱	1
歉收	5
变得	142
警容	4
家访	5
文件	182
停水	2
几辆	3
４０００多人次	1
探求	12
勇往直前	2
静悄悄	8
贡萨尔维斯	1
学府	14
回电	1
叶塞尼河	1
４５０多亿美元	1
礼节	3
中国国际航空公司	1
蔗糖	4
辩证法	16
肩膀	16
博取	1
领带	3
早上５点多钟	1
９００余件	1
潜质	6
河东煤田	1
泰安电视台	2
３平方米	7
胡世宗	1
瑞典海关	4
北京第一机床厂	1
见不得人	1
去年１２月３日	2
皇军	1
沦落	3
六个小时	2
盖尔林斯基	2
一望无际	5
红茶	2
北京天桥百货股份有限公司档案室	1
潘家铮	1
福州市	37
铱星计划	1
茶艺	2
阴云	2
南方市场	1
比哈尔邦	3
科学院	6
亲友	42
意大利气象台	1
捷足先登	2
铜山县第六水泥厂	3
金刚经	1
戒坛院	1
刘建国	1
举荐	2
浪	47
长宁区家政服务中心	1
文人	46
撑伞	1
无毒	7
驰	7
无比	25
亲口	2
堆龙德庆农牧区	1
杂草丛生	8
景仰	3
自然力	2
屁	1
繁茂	3
中国京剧院	1
阿拉伯联盟	2
三江	2
开胃	1
变异	19
联袂	9
宋美龄	1
四十多家	1
裸子植物	3
延误	10
缴税	7
茶花	3
装甲车	2
航天总公司	1
密不可分	10
抑制作用	2
打断	5
劳心	1
国家电视台	3
试产	2
蒋作君	1
大巴山系	2
舒尔兹	1
人物	248
巡逻艇	2
斯特克威尔	1
傅同春	3
攥	3
木偶戏	1
驻韩使馆	1
生产关系	23
有情	6
１９０４年	4
打斗	1
６１９０多个	1
报考	16
１２３５万千瓦	1
文书	13
１７５４７多亿元	1
应县木塔	1
萧乾	1
冲压	2
摩托化	1
５６６７万亿日元	1
张振	2
卡斯佩扎克	1
哪能	10
应运而生	16
几车	3
基督教民主联盟	1
黄冈	1
自成一体	1
几轮	8
塞克萨德	1
会考	2
迪班	1
四五毛钱	1
欧盟总部	4
木乃伊	2
有意	41
弹劾	6
盘	87
信贷管理委员会	1
首届立法会	12
停泊	5
僻	4
一大	5
水电站	14
繁荣	213
十五国集团	4
河北电视台	1
总编辑	30
星海	1
滨	11
八宝山革命公墓	2
２０多篇	1
太清宫	1
冲销	1
布伦特兰	3
扭送	1
迪亚洛	2
筷子	15
中国记协党组	2
数千万泰铢	1
２万平方公里	4
有愧	3
木鱼峰	1
勤工俭学	2
特纳克	3
一天	273
妊	1
次年五月初五	1
三环	2
星河	1
宣传	581
日本东邦生命保险公司	1
辅导员	8
商水县	3
塞内加尔四队	1
马飞孝	1
一阵风	7
王楠	10
不言而喻	5
刘健仪	1
１９５０年１１月	2
２０至３０亿元人民币	1
二十一名	1
贾才吉	1
那样	204
窃取	4
一夜	20
李发起	1
天津对外经济律师事务所	1
学徒	6
挥戈	1
禁不住	12
全国电力公司	1
法国电视台	3
膀胱癌	1
商鞅	2
山区	149
叶琳娜	1
百分之六十八	1
探测	60
繁花	6
水化	1
美国财政部	24
２８块	1
一头	29
刘秉义	2
欧美	76
渗透性	1
菱溪	11
上千万美元	1
支柱	85
雄欢	2
永乐宫	1
青瓦台	2
社保局	1
山南	5
１６２	1
图谱	3
身不由己	3
以色列内阁	8
回味无穷	3
美庐别墅	1
李丽辉	2
苏立凡	1
９０元	2
监督	666
机械论	4
一套	151
股价	24
８街	1
弊病	10
股份	77
郑州市技术监督局	1
一团二营	1
出名	11
叶绿素	2
崇敬	22
３８０多个	1
挥手	11
连环画	5
邹平县	1
占先	1
月份	2
酬	5
翳	1
图谋	12
前年１月	1
肩背	2
中国苏铁研究中心	1
一骨碌	1
支架	4
井冈山小学	1
可耕地	5
中国计算机函授学院	2
乾	6
一如	10
１５６０公里	1
１０００多处	1
乌兰巴托	13
会展中心新翼	2
备	36
鹭	3
有年	1
涕零	1
鸟类环志中心	1
十来天	1
３亿元人民币	1
十八个	2
习题集	1
亲切	155
谕	3
盖州市	5
出毛病	1
夕照	5
碳氢化合物	2
建光学校	1
１９５４年夏	1
腥味	2
啄	2
惟利是图	1
哗啦	9
搬动	2
语素	2
李德生	1
温	27
张良镇	1
巴勒斯坦民族解放运动	1
出品	7
７０到８０年代	1
盲	9
３２８国道	1
牵动	25
今年７月７日	1
欧洲精纺城	1
脱胎	1
股东	44
文佩	13
六台	1
心肌炎	1
管材	1
苗圃	3
神池药厂	1
赤胆	1
外八庙	1
感到意外	3
克莱斯勒	4
８万多元	3
凌晨２时	6
中共中央妇委	3
三洋	1
２６所	1
中国近现代史博物馆	3
花事	1
中央歌舞团	1
２９６	1
２９７	1
５００多万元港币	1
２９２	2
２９３	2
王思懿	1
２９１	2
辽宁省	72
机关生产党支部	1
２４岁	10
二十二个	3
矛头	8
蹩	1
１２００头	1
灭	26
油渍	2
朱来常	4
变幻	12
山口	1
电钮	3
公安部礼堂	1
巴	473
山东三塑集团	1
景山街道	1
５００多户	1
哈拉海湾村	2
西柏坡电厂	1
一点五亿	1
猛醒	2
黄均	1
数十亿加元	1
韦奇立	6
中共临时中央政治局	1
无涯	1
何道泉	1
相若	1
记挂	2
血糖	3
成都市第三义务交通大队	1
一九九八年三月	2
遏制	78
马克思列宁主义	10
司法部	55
１９９１年	114
１５小时	1
印度国防部	5
融资	107
迪生	1
一带	54
珍稀	24
９８５万个	1
九十三岁	1
转轮	2
氤氲	4
切入点	17
一帮	4
崔玉山	3
转轨	33
明察秋毫	2
九千多例	1
１０４亿元	2
龙口市	7
出卖	10
转载	3
宜当	1
狮林饭店	1
盲文	1
３００万年	1
峭岐镇	2
莫斯科军区军官之家	1
招徕	5
１２００多种	1
北戴河金山宾馆	1
拍片	3
黄土	17
血管	34
毕	10
白明宽	3
招待	45
孤注一掷	4
偃师市中原电子电器厂	1
四十一位	1
学士	8
印度调查和分析局	1
林静	1
１０的１１次方个	1
一九七六年一九八九年	1
打捞	26
去年末	2
诸如	61
中视体育推广公司	1
２５０万个	3
坚信	31
母校	10
一干	16
成都五块石旧货市场	1
砀山	3
一并	11
一年	450
战战兢兢	4
二道桥市场	1
７万项	1
躲闪	1
十个春秋	1
历史意义	28
淳厚	1
国家绿色食品发展中心	1
彭小兰	2
段落	6
信息系统	16
壮族	10
百分之十六点四	1
崇拜	20
图说	2
出口	518
尤其	125
３万多户	1
危在旦夕	2
转运	12
３月１５日	2
打探	1
有权	59
１３９６９亿元	1
缝	18
府	19
滑梯	1
４８００	1
别无出路	2
君臣	1
１９９６年８月	18
科左中旗	1
一度	95
平板	3
二千三百零三米	1
酒菜	3
郭熙	1
难上加难	4
圭	9
二十多家	3
２０２５年	2
交道口	1
花季	19
蔚县	2
执法执纪检查组	1
转述	4
餐厅	27
狂舞	1
水土保持	13
中队俱乐部	1
出发	235
乐凯胶片股份有限公司	1
有望	29
催促	12
招引	2
白家庄小学	1
孟富强	1
招弟	2
抛砖引玉	3
卫星电视	3
名副其实	19
开封市	1
捷径	8
生活报	1
包头钢铁小学	1
噗	1
出去	124
热力厂党委	1
中国驻佛罗伦萨总领馆	2
招式	1
有产者	1
序跋	1
荆江大堤	4
揭幕	52
屹立	10
电视电话	23
千余件	2
四川省	44
朱幼麟	1
马俊仁	2
占领军	1
一号训练馆	1
出厂	9
诸多	103
峰	20
织补	4
五六元	1
磷酸钠	1
戏谑	1
粉饰	3
转达	64
第五场	1
年报	7
万桂香	1
冠县县委	1
两三海里	1
三毛	11
南京机械高专	1
供不应求	26
伫立	11
康克清	1
三比	2
职介所	2
皮勒	11
疏忽	11
贾斯蒂卡	1
尹光雄	4
今年２月２２日	2
珲春市	3
文体	34
内蒙古电管局	3
笑逐颜开	1
厚赐	1
乐天宾馆	4
人民邮电出版社	1
中侨公司	1
恰恰	37
四川省邮电管理局	1
７３３元	1
２０多倍	1
二十篇	2
１２０多幢	1
赫德尔	1
规范性	2
本月１７日	1
上索恩省钓协	1
７００亿吨	1
钓鱼台	2
羊叶梅	1
５０余位	1
２６个小时	1
济贫	1
１４所	4
有增无减	7
栽培	32
制衣公司	1
打扰	1
籼米	2
殉葬品	1
过高	30
打扫	19
停歇	5
汉诺威市	1
打扮	20
朱光亚	10
一百三十六名	1
口授	2
中国通用航空公司	1
第六度	1
８４起	1
铠甲	1
不法分子	39
煤炭博物馆	1
丹明	1
人大常委会	44
三年级	11
唐泰利	1
图布新	1
晚上８时	6
武警北京一总队	1
戏言	1
打手	5
办事员	1
齐鲁	5
停止	195
中山大学近代中国研究中心	1
无法	316
龙永枢	1
上千所	1
添	41
六七米	1
北京市私立树人学校	1
金克尔	16
塞舌尔共和国	1
新文化运动	9
百余头	1
重型	10
出勤	3
一律	66
社会工作	1
浅绿	1
何继青	1
梁成贵	1
１０路	1
人大性社会学研究所	1
１３０万元	2
残奥会	1
熏染	1
８万只	1
兰山区	4
第七十五条	1
二十多岁	2
临湘市	1
７７米６１	1
搡	2
求知	11
超前性	2
打折	9
拉迪曼	1
汉口	4
叔叔	15
小高陵村	1
披威	2
第六幕	1
亲吻	2
就	6485
教授合唱团	1
心裁	1
温度计	1
王登龙	5
法国参议院法中友好小组	3
１２００万株	1
库尔勒市	5
制造业	45
三步	8
３摄氏度	3
素林	5
人马	11
一心	35
杭州市委	1
出动	40
存量	15
刮风	7
打拳	1
罗玉芬	1
学好	18
疗法	42
触景生情	1
综上所述	4
滇南粮油批发市场	1
布隆迪	16
７１万吨	1
２６３元	1
瓶装	2
葡	60
二件	1
彩釉	1
